Total_Mels_1,Total_Mgls_1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6556491196469584,1
0.6181834556671321,1
0.599450623677219,1
0.5807177916873059,1
0.599450623677219,1
0.6181834556671321,1
0.6931147836267844,1
0.7867789435763499,1
0.8055117755662629,1
0.8055117755662629,1
0.8055117755662629,1
0.8242446075561761,1
0.8429774395460892,1
0.8429774395460892,1
0.8242446075561761,1
0.8617102715360021,1
0.8991759355158285,1
0.9741072634754807,1
0.9928400954653939,1
0.9366415994956547,1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6556491196469584,1
0.6181834556671321,1
0.599450623677219,1
0.5807177916873059,1
0.599450623677219,1
0.6181834556671321,1
0.6931147836267844,1
0.7867789435763499,1
0.8055117755662629,1
0.8055117755662629,1
0.8055117755662629,1
0.8242446075561761,1
0.8429774395460892,1
0.8429774395460892,1
0.8242446075561761,1
0.8617102715360021,1
0.8991759355158285,1
0.9741072634754807,1
0.9928400954653939,1
0.9366415994956547,1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6556491196469584,1
0.6181834556671321,1
0.599450623677219,1
0.5807177916873059,1
0.599450623677219,1
0.6181834556671321,1
0.6931147836267844,1
0.7867789435763499,1
0.8055117755662629,1
0.8055117755662629,1
0.8055117755662629,1
0.8242446075561761,1
0.8429774395460892,1
0.8429774395460892,1
0.8242446075561761,1
0.8617102715360021,1
0.8991759355158285,1
0.9741072634754807,1
0.9928400954653939,1
0.9366415994956547,1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6556491196469584,1
0.6181834556671321,1
0.599450623677219,1
0.5807177916873059,1
0.599450623677219,1
0.6181834556671321,1
0.6931147836267844,1
0.7867789435763499,1
0.8055117755662629,1
0.8055117755662629,1
0.8055117755662629,1
0.8242446075561761,1
0.8429774395460892,1
0.8429774395460892,1
0.8242446075561761,1
0.8617102715360021,1
0.8991759355158285,1
0.9741072634754807,1
0.9928400954653939,1
0.9366415994956547,1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6556491196469584,1
0.6181834556671321,1
0.599450623677219,1
0.5807177916873059,1
0.599450623677219,1
0.6181834556671321,1
0.6931147836267844,1
0.7867789435763499,1
0.8055117755662629,1
0.8055117755662629,1
0.8055117755662629,1
0.8242446075561761,1
0.8429774395460892,1
0.8429774395460892,1
0.8242446075561761,1
0.8617102715360021,1
0.8991759355158285,1
0.9741072634754807,1
0.9928400954653939,1
0.9366415994956547,1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6556491196469584,1
0.6181834556671321,1
0.599450623677219,1
0.5807177916873059,1
0.599450623677219,1
0.6181834556671321,1
0.6931147836267844,1
0.7867789435763499,1
0.8055117755662629,1
0.8055117755662629,1
0.8055117755662629,1
0.8242446075561761,1
0.8429774395460892,1
0.8429774395460892,1
0.8242446075561761,1
0.8617102715360021,1
0.8991759355158285,1
0.9741072634754807,1
0.9928400954653939,1
0.9366415994956547,1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6556491196469584,1
0.6181834556671321,1
0.599450623677219,1
0.5807177916873059,1
0.599450623677219,1
0.6181834556671321,1
0.6931147836267844,1
0.7867789435763499,1
0.8055117755662629,1
0.8055117755662629,1
0.8055117755662629,1
0.8242446075561761,1
0.8429774395460892,1
0.8429774395460892,1
0.8242446075561761,1
0.8617102715360021,1
0.8991759355158285,1
0.9741072634754807,1
0.9928400954653939,1
0.9366415994956547,1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6556491196469584,1
0.6181834556671321,1
0.599450623677219,1
0.5807177916873059,1
0.599450623677219,1
0.6181834556671321,1
0.6931147836267844,1
0.7867789435763499,1
0.8055117755662629,1
0.8055117755662629,1
0.8055117755662629,1
0.8242446075561761,1
0.8429774395460892,1
0.8429774395460892,1
0.8242446075561761,1
0.8617102715360021,1
0.8991759355158285,1
0.9741072634754807,1
0.9928400954653939,1
0.9366415994956547,1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6556491196469584,1
0.6181834556671321,1
0.599450623677219,1
0.5807177916873059,1
0.599450623677219,1
0.6181834556671321,1
0.6931147836267844,1
0.7867789435763499,1
0.8055117755662629,1
0.8055117755662629,1
0.8055117755662629,1
0.8242446075561761,1
0.8429774395460892,1
0.8429774395460892,1
0.8242446075561761,1
0.8617102715360021,1
0.8991759355158285,1
0.9741072634754807,1
0.9928400954653939,1
0.9366415994956547,1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6556491196469584,1
0.6181834556671321,1
0.599450623677219,1
0.5807177916873059,1
0.599450623677219,1
0.6181834556671321,1
0.6931147836267844,1
0.7867789435763499,1
0.8055117755662629,1
0.8055117755662629,1
0.8055117755662629,1
0.8242446075561761,1
0.8429774395460892,1
0.8429774395460892,1
0.8242446075561761,1
0.8617102715360021,1
0.8991759355158285,1
0.9741072634754807,1
0.9928400954653939,1
0.9366415994956547,1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6556491196469584,1
0.6181834556671321,1
0.599450623677219,1
0.5807177916873059,1
0.599450623677219,1
0.6181834556671321,1
0.6931147836267844,1
0.7867789435763499,1
0.8055117755662629,1
0.8055117755662629,1
0.8055117755662629,1
0.8242446075561761,1
0.8429774395460892,1
0.8429774395460892,1
0.8242446075561761,1
0.8617102715360021,1
0.8991759355158285,1
0.9741072634754807,1
0.9928400954653939,1
0.9366415994956547,1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6556491196469584,1
0.6181834556671321,1
0.599450623677219,1
0.5807177916873059,1
0.599450623677219,1
0.6181834556671321,1
0.6931147836267844,1
0.7867789435763499,1
0.8055117755662629,1
0.8055117755662629,1
0.8055117755662629,1
0.8242446075561761,1
0.8429774395460892,1
0.8429774395460892,1
0.8242446075561761,1
0.8617102715360021,1
0.8991759355158285,1
0.9741072634754807,1
0.9928400954653939,1
0.9366415994956547,1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6556491196469584,1
0.6181834556671321,1
0.599450623677219,1
0.5807177916873059,1
0.599450623677219,1
0.6181834556671321,1
0.6931147836267844,1
0.7867789435763499,1
0.8055117755662629,1
0.8055117755662629,1
0.8055117755662629,1
0.8242446075561761,1
0.8429774395460892,1
0.8429774395460892,1
0.8242446075561761,1
0.8617102715360021,1
0.8991759355158285,1
0.9741072634754807,1
0.9928400954653939,1
0.9366415994956547,1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6556491196469584,1
0.6181834556671321,1
0.599450623677219,1
0.5807177916873059,1
0.599450623677219,1
0.6181834556671321,1
0.6931147836267844,1
0.7867789435763499,1
0.8055117755662629,1
0.8055117755662629,1
0.8055117755662629,1
0.8242446075561761,1
0.8429774395460892,1
0.8429774395460892,1
0.8242446075561761,1
0.8617102715360021,1
0.8991759355158285,1
0.9741072634754807,1
0.9928400954653939,1
0.9366415994956547,1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6556491196469584,1
0.6181834556671321,1
0.599450623677219,1
0.5807177916873059,1
0.599450623677219,1
0.6181834556671321,1
0.6931147836267844,1
0.7867789435763499,1
0.8055117755662629,1
0.8055117755662629,1
0.8055117755662629,1
0.8242446075561761,1
0.8429774395460892,1
0.8429774395460892,1
0.8242446075561761,1
0.8617102715360021,1
0.8991759355158285,1
0.9741072634754807,1
0.9928400954653939,1
0.9366415994956547,1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6556491196469584,1
0.6181834556671321,1
0.599450623677219,1
0.5807177916873059,1
0.599450623677219,1
0.6181834556671321,1
0.6931147836267844,1
0.7867789435763499,1
0.8055117755662629,1
0.8055117755662629,1
0.8055117755662629,1
0.8242446075561761,1
0.8429774395460892,1
0.8429774395460892,1
0.8242446075561761,1
0.8617102715360021,1
0.8991759355158285,1
0.9741072634754807,1
0.9928400954653939,1
0.9366415994956547,1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6556491196469584,1
0.6181834556671321,1
0.599450623677219,1
0.5807177916873059,1
0.599450623677219,1
0.6181834556671321,1
0.6931147836267844,1
0.7867789435763499,1
0.8055117755662629,1
0.8055117755662629,1
0.8055117755662629,1
0.8242446075561761,1
0.8429774395460892,1
0.8429774395460892,1
0.8242446075561761,1
0.8617102715360021,1
0.8991759355158285,1
0.9741072634754807,1
0.9928400954653939,1
0.9366415994956547,1
0.8804431035259154,1
0.8429774395460892,1
0.7493132795965236,1
0.6743819516368712,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
0.8301886792452831,1
0.8679245283018868,1
0.9056603773584906,1
0.981132075471698,1
1.0,1
0.9433962264150944,1
0.8867924528301887,1
0.8490566037735848,1
0.7547169811320754,1
0.6792452830188679,1
0.6603773584905661,1
0.6226415094339623,1
0.6037735849056605,1
0.5849056603773586,1
0.6037735849056605,1
0.6226415094339623,1
0.6981132075471697,1
0.7924528301886793,1
0.8113207547169811,1
0.8113207547169811,1
0.8113207547169811,1
0.8301886792452831,1
0.8490566037735848,1
0.8490566037735848,1
